take out of , 6 , 3.9119e-06 , 0.00053339 , 0.0 , 4.7855 , 5.4315
take over , 4 , 1.467e-06 , 0.00082827 , 4.6853 , -3.4023 , -1.0936
take seriously , 3 , 4.8899e-07 , 0.00052297 , 6.077 , 1.6007 , 3.7207
take up , 58 , 5.1181e-05 , 0.021369 , 374.35 , 15.837 , 3.2341
talk to , 202 , 8.0684e-05 , 0.0072123 , 521.24 , 19.258 , 2.8953
thank to , 1 , 1.63e-07 , 1.4774e-05 , 20.165 , -24.182 , -4.6543
thanks to , 84 , 1.63e-05 , 0.0014867 , 171.08 , 9.3393 , 3.9198
the idea , 246 , 4.9388e-05 , 0.0022188 , 312.16 , 14.818 , 2.7493
think of , 1002 , 0.0003048 , 0.031296 , 2092.3 , 37.947 , 3.0293
thinking of , 131 , 2.1679e-05 , 0.0024965 , 311.61 , 11.131 , 4.8457
this be it , 3 , 9.7798e-07 , 6.7186e-05 , 0.0 , 0.052772 , 0.031421
thought of , 381 , 7.0415e-05 , 0.0080073 , 726.76 , 19.436 , 3.946
time of day , 19 , 3.0969e-06 , 0.0004521 , 0.0 , 4.2963 , 6.1207
tire of , 285 , 4.8573e-05 , 0.0055698 , 632.75 , 16.537 , 4.5724
tired of , 98 , 1.63e-05 , 0.0018708 , 123.88 , 8.9242 , 3.2165
to be sure , 207 , 5.5908e-05 , 0.0032752 , 0.0 , 18.42 , 7.5276
to bed , 576 , 9.4375e-05 , 0.0084948 , 881.38 , 22.158 , 3.6591
to do , 3135 , 0.00051491 , 0.036129 , 1582.9 , 40.382 , 1.8287
to it , 790 , 0.0001511 , 0.0089021 , 158.63 , -22.758 , -0.80526
to light , 39 , 6.3569e-06 , 0.00057199 , 2.3582 , -1.2591 , -0.26497
to my mind , 15 , 2.608e-06 , 0.00030471 , 0.0 , 3.9438 , 6.1522
to order , 27 , 4.8899e-06 , 0.00044218 , 1.798 , -0.37853 , -0.09641
to piece , 1 , 2.0049e-05 , 0.0018182 , 96.419 , 8.9719 , 2.3881
to rest , 245 , 3.9934e-05 , 0.0035955 , 197.78 , 12.779 , 2.4454
to the eye , 11 , 3.0969e-06 , 0.00013794 , 0.0 , 2.8249 , 1.5066
tomorrow even , 2 , 3.2599e-07 , 0.00084299 , 4.1342 , 1.2687 , 3.2805
tomorrow evening , 1 , 1.63e-07 , 0.0010817 , 3.2154 , 0.92776 , 3.7911
travel in , 11 , 3.4229e-06 , 0.00059814 , 11.218 , 3.2197 , 1.7495
turn to , 108 , 0.0001035 , 0.00916 , 603.21 , 21.359 , 2.7142
up against , 53 , 8.6388e-06 , 0.005363 , 68.726 , 6.5826 , 3.3838
up to , 1635 , 0.00026813 , 0.021607 , 1000.0 , 30.829 , 2.0595
very well , 415 , 9.1278e-05 , 0.048166 , 1155.2 , 22.779 , 4.7407
wait for , 159 , 0.00010872 , 0.028928 , 1625.7 , 25.141 , 5.2349
wake up , 84 , 3.7815e-05 , 0.024776 , 796.2 , 15.098 , 6.8374
wander off , 1 , 6.5199e-07 , 0.0013594 , 6.2184 , 1.7722 , 3.1344
watch over , 38 , 1.3366e-05 , 0.012783 , 148.09 , 8.5979 , 4.307
water can , 3 , 6.5199e-07 , 0.00072523 , 1.7393 , 0.068512 , 0.050287
with it , 490 , 0.0001286 , 0.013902 , 77.677 , 11.131 , 0.72804
work out , 19 , 6.3569e-06 , 0.0037831 , 24.817 , 4.7658 , 2.0779
write about , 19 , 5.8679e-06 , 0.005743 , 50.602 , 5.4914 , 3.5602
you know , 1683 , 0.00035843 , 0.062589 , 3641.7 , 43.923 , 3.9806
